item_id;pedido_id;produto_id;quantidade;desconto_pct;subtotal
161;80;98;1;0;72.09
162;80;117;1;0;69.98
163;80;118;1;0;42.91
164;81;61;1;15;52.05
165;82;54;3;20;72.91
166;83;114;1;15;43.97
167;84;99;1;5;25.79
168;84;117;1;0;69.98
169;84;97;1;0;15.0
170;84;93;1;0;15.0
171;85;83;1;0;191.61
172;85;19;1;0;62.12
173;86;83;1;5;182.03
174;86;92;3;0;439.68
175;86;118;2;15;72.95
176;87;85;1;10;37.35
177;87;114;2;10;93.11
178;87;49;1;5;88.87
179;87;76;2;10;66.1
180;87;40;1;0;15.0
181;88;1;2;0;42.64
182;88;13;1;0;33.04
183;88;9;1;0;20.64
184;89;58;1;0;140.81
185;89;73;1;10;13.5
186;89;105;1;15;54.01
187;89;28;1;5;33.94
188;90;36;1;0;48.55
189;91;97;3;5;42.75
190;92;78;1;20;46.43
191;93;48;1;0;32.73
192;94;8;3;15;38.25
193;95;114;1;5;49.14
194;95;119;2;0;189.34
195;96;61;1;0;61.23
196;96;66;3;20;140.71
197;97;95;1;0;48.91
198;97;42;1;0;18.28
199;97;87;1;15;22.68
200;97;57;3;20;87.67
201;97;30;2;15;25.5
202;98;113;2;0;126.72
203;98;74;1;10;42.98
204;98;101;1;5;20.05
205;99;85;1;0;41.5
206;100;4;1;0;32.8
207;100;21;1;5;33.91
208;100;119;3;5;269.81
209;100;42;1;15;15.54
210;100;116;1;0;98.05
211;101;77;1;15;12.75
212;101;9;1;5;19.61
213;101;83;1;10;172.45
214;102;12;1;0;47.45
215;103;110;1;0;83.15
216;104;55;1;5;14.25
217;104;41;2;0;45.06
218;104;99;1;0;27.15
219;105;38;1;0;55.68
220;105;108;1;0;54.95
221;105;29;1;10;13.5
222;106;36;1;0;48.55
223;106;109;2;0;30.0
224;107;92;1;5;139.23
225;108;110;1;20;66.52
226;108;63;1;10;81.98
227;108;94;3;0;291.78
228;109;10;1;0;65.67
229;110;42;2;5;34.73
230;111;57;1;15;31.05
231;111;90;1;10;43.78
232;112;87;3;0;80.04
233;112;101;3;0;63.3
234;113;7;1;0;35.02
235;114;5;1;0;38.13
236;115;89;3;5;59.17
237;116;84;1;0;25.67
238;117;3;1;5;76.74
239;117;76;1;5;34.88
240;118;39;1;0;36.63
241;118;74;1;10;42.98
242;119;69;2;0;42.42
243;119;101;1;5;20.05
244;120;115;1;0;21.41
245;120;16;1;0;37.34
246;120;24;1;5;208.6
247;120;111;1;0;43.1
248;120;77;1;10;13.5
249;121;55;1;0;15.0
250;121;85;3;0;124.5
251;122;41;2;20;36.05
252;122;67;1;0;23.19
253;123;39;2;0;73.26
254;124;80;1;0;42.06
255;125;33;1;15;35.04
256;126;90;1;5;46.21
257;126;83;1;0;191.61
258;126;25;2;0;67.18
259;126;92;2;0;293.12
260;126;48;3;0;98.19
261;127;82;1;15;15.99
262;128;49;3;0;280.65
263;129;106;2;0;69.12
264;130;115;1;15;18.2
265;130;7;1;0;35.02
266;131;76;1;0;36.72
267;132;35;2;5;65.53
268;132;7;1;10;31.52
269;133;103;3;0;89.67
270;133;60;1;15;80.71
271;133;65;1;5;46.62
272;133;37;1;0;24.99
273;133;36;2;10;87.39
274;134;8;1;0;15.0
275;135;94;1;0;97.26
276;135;18;3;15;113.17
277;136;1;1;5;20.25
278;136;92;1;5;139.23
279;136;55;3;10;40.5
280;137;22;1;15;15.9
281;138;46;3;0;489.72
282;139;107;2;10;139.54
283;139;70;1;0;222.92
284;140;40;2;20;24.0
285;141;8;1;0;15.0
286;141;46;1;0;163.24
287;141;1;2;0;42.64
288;142;116;1;15;83.34
289;142;20;1;10;52.26
290;143;24;1;0;219.58
291;144;56;1;15;20.27
292;145;96;1;0;161.23
293;146;63;1;10;81.98
294;147;93;2;10;27.0
295;148;45;1;10;140.65
296;149;2;1;0;19.02
297;149;56;1;0;23.85
298;150;34;3;0;63.99
299;151;94;1;0;97.26
300;152;52;1;20;20.7
301;153;49;1;5;88.87
302;153;53;1;0;70.97
303;153;68;1;0;160.88
304;154;92;2;0;293.12
305;154;54;1;5;28.86
306;154;32;1;0;50.66
307;154;41;1;5;21.4
308;155;13;1;5;31.39
309;156;100;1;5;86.35
310;157;17;1;5;28.52
311;157;81;2;5;34.47
312;157;96;1;5;153.17
313;157;78;2;0;116.08
314;158;69;1;0;21.21
315;158;93;1;0;15.0
316;158;20;2;10;104.53
317;159;117;1;0;69.98
318;159;56;3;0;71.55
319;160;73;1;20;12.0
320;161;10;1;0;65.67
321;161;22;1;0;18.71
322;162;90;1;15;41.34
323;163;29;1;0;15.0
324;164;19;3;0;186.36
325;165;69;1;5;20.15
326;165;15;3;0;72.87
327;165;1;3;15;54.37
328;166;8;1;0;15.0
329;167;112;3;5;42.75
330;167;100;1;5;86.35
331;168;105;1;0;63.54
332;168;57;1;10;32.88
333;169;19;2;0;124.24
334;170;94;1;0;97.26
335;170;24;1;0;219.58
336;171;59;2;20;31.84
337;172;13;1;0;33.04
338;173;35;1;10;31.04
339;173;19;1;10;55.91
340;173;81;1;10;16.33
341;174;57;1;0;36.53
342;174;105;1;0;63.54
343;175;70;1;0;222.92
344;176;50;1;5;46.32
345;177;15;3;0;72.87
346;177;63;3;0;273.27
347;177;22;1;0;18.71
348;178;68;1;0;160.88
349;179;113;1;15;53.86
350;180;1;2;20;34.11
351;181;101;2;0;42.2
352;181;62;1;5;34.11
353;182;41;1;0;22.53
354;183;84;1;0;25.67
355;183;118;1;0;42.91
356;183;32;1;0;50.66
357;184;29;1;0;15.0
358;184;90;3;0;145.92
359;184;12;1;20;37.96
360;185;100;1;0;90.89
361;185;105;2;20;101.66
362;185;18;2;0;88.76
363;186;19;1;5;59.01
364;186;49;1;0;93.55
365;187;4;1;0;32.8
366;187;19;1;10;55.91
367;187;47;1;10;15.0
368;188;53;1;0;70.97
369;189;5;1;0;38.13
370;189;78;2;5;110.28
371;189;97;2;5;28.5
372;189;23;2;15;97.16
373;190;12;1;20;37.96
374;191;106;1;5;32.83
375;192;106;1;10;31.1
376;192;49;1;0;93.55
377;193;31;1;0;67.64
378;194;26;1;0;38.24
379;195;6;1;0;65.87
380;195;7;3;10;94.55
381;195;41;3;0;67.59
382;196;13;1;5;31.39
383;196;43;1;10;99.17
384;197;5;1;0;38.13
385;197;38;2;0;111.36
386;197;21;1;15;30.34
387;198;65;1;10;44.16
388;198;67;1;0;23.19
389;198;94;1;5;92.4
390;198;78;3;0;174.12
391;198;84;1;5;24.39
392;199;64;2;0;30.0
393;199;13;2;0;66.08
394;200;38;1;0;55.68
395;201;61;2;0;122.46
396;201;33;2;15;70.07
397;202;110;1;5;78.99
398;203;88;1;0;45.63
399;204;102;1;10;21.19
400;205;10;1;15;55.82
401;206;60;1;15;80.71
402;206;14;2;10;348.17
403;206;11;1;0;106.71
404;206;24;1;20;175.66
405;207;70;3;0;668.76
406;207;20;1;5;55.17
407;208;61;1;0;61.23
408;208;28;2;0;71.46
409;208;7;1;0;35.02
410;209;112;1;5;14.25
411;209;54;1;10;27.34
412;210;45;3;0;468.84
413;211;74;1;15;40.59
414;211;50;1;5;46.32
415;211;106;1;0;34.56
416;211;2;1;10;17.12
417;212;64;2;5;28.5
418;212;111;1;5;40.95
419;212;41;3;15;57.45
420;212;15;2;5;46.15
421;213;54;1;0;30.38
422;213;90;1;0;48.64
423;213;70;1;20;178.34
424;213;100;1;0;90.89
425;213;22;1;0;18.71
426;214;53;1;0;70.97
427;214;46;1;10;146.92
428;215;21;1;0;35.69
429;215;70;1;5;211.77
430;216;12;1;5;45.08
431;216;104;1;0;15.0
432;216;108;1;10;49.46
433;217;86;1;0;15.0
434;217;38;1;0;55.68
435;217;110;1;0;83.15
436;218;95;1;0;48.91
437;218;51;1;0;153.28
438;219;87;2;0;53.36
439;219;31;1;10;60.88
440;219;1;2;0;42.64
441;219;116;1;0;98.05
442;220;25;1;15;28.55
443;220;79;1;15;103.16
444;220;83;1;5;182.03
445;220;51;1;0;153.28
446;220;107;1;0;77.52
447;221;108;2;10;98.91
448;221;98;1;0;72.09
449;221;81;1;0;18.14
450;222;11;1;5;101.37
451;222;74;1;0;47.75
452;223;25;1;0;33.59
453;224;120;1;0;42.15
454;225;19;1;15;52.8
455;226;13;1;0;33.04
456;227;41;1;0;22.53
457;228;78;1;20;46.43
458;228;110;3;0;249.45
459;229;16;1;0;37.34
460;230;116;1;0;98.05
461;231;12;1;5;45.08
462;231;45;1;10;140.65
463;232;109;2;0;30.0
464;233;27;3;0;233.85
465;234;14;1;0;193.43
466;235;114;1;0;51.73
467;236;68;1;10;144.79
468;236;46;1;0;163.24
469;236;51;1;0;153.28
470;236;4;1;0;32.8
471;237;60;1;0;94.95
472;238;14;1;5;183.76
473;238;72;2;10;242.21
474;239;41;1;0;22.53
475;240;22;1;5;17.77
476;241;1;1;10;19.19
477;241;117;1;15;59.48
478;241;60;2;0;189.9
479;242;39;1;10;32.97
480;243;39;1;0;36.63
481;244;29;1;0;15.0
482;245;12;1;15;40.33
483;246;34;1;0;21.33
484;246;114;1;0;51.73
485;246;101;1;10;18.99
486;247;17;2;10;54.04
487;247;41;2;20;36.05
488;248;62;1;20;28.73
489;249;11;1;10;96.04
490;250;64;1;0;15.0
491;251;76;2;0;73.44
492;252;14;1;0;193.43
493;252;118;3;10;115.86
494;252;17;1;10;27.02
495;253;74;1;0;47.75
496;253;83;1;0;191.61
497;253;14;1;0;193.43
498;253;19;1;0;62.12
499;254;20;1;0;58.07
500;255;94;1;0;97.26
501;255;119;1;5;89.94
502;256;32;3;0;151.98
503;257;36;2;5;92.24
504;257;29;1;0;15.0
505;258;45;1;0;156.28
506;258;82;1;0;18.81
507;258;37;2;5;47.48
508;259;24;1;0;219.58
509;260;34;2;0;42.66
510;261;63;1;0;91.09
511;261;112;2;5;28.5
512;262;13;1;10;29.74
513;263;63;1;0;91.09
514;264;110;2;0;166.3
515;264;111;1;0;43.1
516;264;116;1;0;98.05
517;265;32;1;20;40.53
518;265;74;1;5;45.36
519;266;87;2;20;42.69
520;266;70;2;0;445.84
521;266;116;2;0;196.1
522;267;6;1;5;62.58
523;268;102;1;5;22.36
524;268;45;1;0;156.28
525;268;37;3;5;71.22
526;268;15;1;0;24.29
527;268;2;1;10;17.12
528;269;63;1;0;91.09
529;270;101;1;10;18.99
530;270;110;1;0;83.15
531;270;65;1;20;39.26
532;271;120;1;10;37.94
533;272;118;1;0;42.91
534;272;39;2;10;65.93
535;272;77;1;10;13.5
536;272;40;1;0;15.0
537;273;70;1;15;189.48
538;273;24;1;0;219.58
539;274;46;1;0;163.24
540;275;12;1;0;47.45
541;275;97;1;0;15.0
542;275;18;1;0;44.38
543;276;86;1;10;13.5
544;277;84;1;5;24.39
545;278;95;1;0;48.91
546;279;64;2;5;28.5
547;279;18;1;5;42.16
548;279;29;1;15;12.75
549;280;78;2;0;116.08
550;281;8;2;0;30.0
551;282;106;1;10;31.1
552;282;79;1;0;121.36
553;283;66;1;0;58.63
554;284;48;1;0;32.73
555;284;86;2;0;30.0
556;285;2;1;5;18.07
557;285;75;2;5;73.89
558;286;36;3;0;145.65
559;286;2;2;0;38.04
560;287;20;1;5;55.17
561;288;51;1;10;137.95
562;289;65;1;0;49.07
563;289;100;1;5;86.35
564;290;110;1;0;83.15
565;291;99;1;0;27.15
566;291;104;2;0;30.0
567;291;118;2;10;77.24
568;292;96;1;10;145.11
569;293;49;3;5;266.62
570;293;18;1;0;44.38
571;294;68;2;0;321.76
572;295;18;2;0;88.76
573;296;117;1;0;69.98
574;296;94;2;5;184.79
575;297;103;1;0;29.89
576;297;9;1;0;20.64
577;297;57;2;0;73.06
578;298;106;3;15;88.13
579;299;37;1;5;23.74
580;300;90;2;5;92.42
581;301;26;1;10;34.42
582;302;117;1;0;69.98
583;302;113;3;15;161.57
584;302;8;1;10;13.5
585;303;11;1;15;90.7
586;303;114;1;0;51.73
587;304;101;2;0;42.2
588;304;109;3;0;45.0
589;305;95;1;0;48.91
590;305;3;2;5;153.48
591;306;79;3;0;364.08
592;307;2;1;5;18.07
593;308;93;1;0;15.0
594;309;84;2;20;41.07
595;310;33;3;0;123.66
596;311;39;3;10;98.9
597;312;70;1;0;222.92
598;313;117;1;20;55.98
599;314;19;1;5;59.01
600;314;5;1;0;38.13
601;314;31;1;0;67.64
602;315;110;1;0;83.15
603;316;85;1;0;41.5
604;317;97;2;0;30.0
605;317;115;2;0;42.82
606;317;44;1;5;80.22
607;317;119;1;10;85.2
608;318;120;3;0;126.45
609;318;87;1;5;25.35
610;318;37;2;0;49.98
611;318;110;3;0;249.45
612;319;36;2;0;97.1
613;319;11;1;0;106.71
614;319;32;1;0;50.66
615;320;73;1;10;13.5
616;321;46;1;5;155.08
617;321;62;1;5;34.11
618;322;34;2;0;42.66
619;323;84;1;0;25.67
620;323;7;1;10;31.52
621;323;30;1;0;15.0
622;324;3;1;0;80.78
623;324;87;1;0;26.68
624;324;109;1;0;15.0
625;324;110;1;0;83.15
626;324;46;1;10;146.92
627;325;42;1;0;18.28
628;326;4;1;0;32.8
629;327;66;1;10;52.77
630;327;92;1;15;124.58
631;327;100;1;5;86.35
632;328;10;3;20;157.61
633;329;16;2;10;67.21
634;329;109;1;5;14.25
635;330;32;1;10;45.59
636;331;31;1;20;54.11
637;332;84;1;0;25.67
638;332;62;1;10;32.32
639;332;78;1;0;58.04
640;332;30;2;0;30.0
641;333;16;1;0;37.34
642;334;24;2;0;439.16
643;335;13;2;10;59.47
644;335;17;1;0;30.02
645;336;46;1;5;155.08
646;336;17;1;15;25.52
647;336;52;2;5;49.17
648;336;90;1;20;38.91
649;337;95;1;10;44.02
650;337;107;1;5;73.64
651;338;115;1;5;20.34
652;339;76;3;0;110.16
653;339;36;1;0;48.55
654;340;42;1;10;16.45
655;341;27;2;0;155.9
656;341;56;1;0;23.85
657;341;67;1;0;23.19
658;341;36;1;0;48.55
659;341;74;3;0;143.25
660;342;27;1;0;77.95
661;343;103;1;10;26.9
662;343;25;1;0;33.59
663;344;59;1;0;19.9
664;345;111;1;0;43.1
665;346;10;1;0;65.67
666;347;89;1;15;17.65
667;348;85;1;15;35.27
668;348;108;1;0;54.95
669;348;113;1;15;53.86
670;349;94;1;5;92.4
671;349;64;1;0;15.0
672;349;37;1;0;24.99
673;350;54;1;5;28.86
674;351;24;1;0;219.58
675;351;113;1;0;63.36
676;352;29;1;15;12.75
677;353;55;1;0;15.0
678;354;113;1;10;57.02
679;355;28;2;10;64.31
680;356;57;1;0;36.53
681;357;40;1;15;12.75
682;357;58;1;10;126.73
683;357;53;1;20;56.78
684;358;103;1;5;28.4
685;358;49;2;10;168.39
686;359;21;1;10;32.12
687;359;108;1;10;49.46
688;360;2;1;0;19.02
689;361;37;1;0;24.99
690;362;49;1;5;88.87
691;362;84;1;0;25.67
692;362;52;1;5;24.59
693;363;118;1;5;40.76
694;363;20;1;10;52.26
695;364;59;1;0;19.9
696;365;53;1;0;70.97
697;366;94;1;0;97.26
698;366;51;1;0;153.28
699;366;48;2;0;65.46
700;366;98;1;0;72.09
701;366;70;1;0;222.92
702;367;63;1;0;91.09
703;367;76;2;0;73.44
704;367;32;2;10;91.19
705;368;20;1;5;55.17
706;369;63;1;20;72.87
707;369;70;1;0;222.92
708;370;14;1;0;193.43
709;371;57;2;0;73.06
710;372;96;1;0;161.23
711;372;112;1;0;15.0
712;373;73;1;5;14.25
713;373;84;2;20;41.07
714;373;22;1;5;17.77
715;373;19;1;0;62.12
716;374;41;1;0;22.53
717;374;54;3;0;91.14
718;375;8;1;5;14.25
719;376;119;1;10;85.2
720;376;25;2;5;63.82
721;377;83;1;5;182.03
722;377;85;1;0;41.5
723;378;99;1;10;24.43
724;378;50;1;0;48.76
725;379;101;1;0;21.1
726;380;42;3;0;54.84
727;380;10;2;0;131.34
728;380;115;1;0;21.41
729;381;61;1;10;55.11
730;382;82;1;0;18.81
731;382;107;1;5;73.64
732;382;36;1;0;48.55
733;382;92;2;5;278.46
734;383;55;1;5;14.25
735;384;2;1;0;19.02
736;384;26;1;0;38.24
737;384;57;2;15;62.1
738;385;62;1;20;28.73
739;386;111;1;5;40.95
740;386;92;1;0;146.56
741;386;119;1;5;89.94
742;387;20;2;0;116.14
743;387;91;1;10;23.59
744;387;95;1;5;46.46
745;387;23;1;0;57.15
746;388;87;2;0;53.36
747;389;86;1;10;13.5
748;390;35;1;0;34.49
749;391;108;1;5;52.2
750;391;1;1;0;21.32
751;392;12;1;0;47.45
752;393;28;1;15;30.37
753;393;82;3;0;56.43
754;393;48;1;15;27.82
755;394;36;1;0;48.55
756;395;34;1;0;21.33
757;395;90;2;0;97.28
758;395;57;2;5;69.41
759;395;12;1;15;40.33
760;395;63;1;0;91.09
761;396;37;1;20;19.99
762;396;27;1;5;74.05
763;397;5;1;5;36.22
764;397;119;1;0;94.67
765;398;42;1;15;15.54
766;398;90;1;0;48.64
767;398;14;1;15;164.42
768;398;81;1;0;18.14
769;399;59;1;5;18.9
770;399;76;1;0;36.72
771;399;74;1;5;45.36
772;400;98;2;0;144.18
773;400;120;1;0;42.15
774;400;116;1;5;93.15
775;401;68;1;0;160.88
776;401;26;3;20;91.78
777;401;73;1;10;13.5
778;401;97;2;0;30.0
779;401;18;1;0;44.38
780;402;27;1;5;74.05
781;403;45;1;5;148.47
782;403;13;1;15;28.08
783;404;17;1;15;25.52
784;405;55;1;0;15.0
785;405;77;1;20;12.0
786;405;51;1;15;130.29
787;406;79;1;0;121.36
788;406;77;1;0;15.0
789;406;97;1;0;15.0
790;407;50;1;0;48.76
791;408;14;2;0;386.86
792;408;60;1;5;90.2
793;409;88;1;5;43.35
794;409;59;1;0;19.9
795;410;103;1;0;29.89
796;410;117;1;0;69.98
797;411;98;1;5;68.49
798;412;66;2;5;111.4
799;413;59;2;5;37.81
800;413;47;1;0;16.67
801;413;7;1;10;31.52
802;414;39;1;5;34.8
803;415;69;1;5;20.15
804;416;80;2;15;71.5
805;416;32;3;10;136.78
806;417;93;1;15;12.75
807;418;52;1;20;20.7
808;419;15;1;0;24.29
809;419;102;1;10;21.19
810;419;25;1;10;30.23
811;419;74;1;0;47.75
812;420;65;1;5;46.62
813;421;101;1;0;21.1
814;422;29;1;0;15.0
815;423;54;1;0;30.38
816;423;82;1;5;17.87
817;424;96;1;5;153.17
818;424;64;1;0;15.0
819;425;45;1;20;125.02
820;425;11;1;0;106.71
821;426;80;1;0;42.06
822;426;46;2;10;293.83
823;427;49;3;0;280.65
824;427;78;1;0;58.04
825;428;95;1;10;44.02
826;428;52;1;5;24.59
827;428;71;1;0;22.26
828;429;69;1;0;21.21
829;430;112;1;0;15.0
830;431;13;1;0;33.04
831;431;50;1;0;48.76
832;432;77;1;0;15.0
833;432;74;1;0;47.75
834;432;94;1;0;97.26
835;432;53;1;15;60.32
836;432;3;1;5;76.74
837;433;61;3;15;156.14
838;434;59;1;0;19.9
839;434;32;1;0;50.66
840;435;118;2;0;85.82
841;436;111;3;10;116.37
842;436;67;1;0;23.19
843;437;69;1;0;21.21
844;437;92;1;0;146.56
845;438;84;1;0;25.67
846;438;57;1;0;36.53
847;439;19;1;0;62.12
848;439;117;1;0;69.98
849;440;34;1;5;20.26
850;441;98;1;0;72.09
851;441;18;1;0;44.38
852;442;40;1;5;14.25
853;442;61;1;10;55.11
854;443;4;1;0;32.8
855;443;109;1;0;15.0
856;444;45;1;5;148.47
857;445;22;1;0;18.71
858;445;112;2;0;30.0
859;446;78;2;10;104.47
860;447;2;1;10;17.12
861;447;108;2;15;93.42
862;448;43;1;0;110.19
863;449;73;1;0;15.0
864;450;89;1;0;20.76
865;451;107;2;15;131.78
866;452;75;1;0;38.89
867;452;62;2;0;71.82
868;453;13;1;5;31.39
869;453;70;1;0;222.92
870;454;76;1;10;33.05
871;454;104;3;0;45.0
872;455;66;3;0;175.89
873;455;37;2;0;49.98
874;456;97;3;0;45.0
875;457;56;1;0;23.85
876;458;100;1;0;90.89
877;459;39;2;0;73.26
878;460;110;1;0;83.15
879;460;21;1;0;35.69
880;460;79;1;0;121.36
881;461;39;1;5;34.8
882;461;48;2;0;65.46
883;461;19;1;5;59.01
884;462;46;2;0;326.48
885;462;83;1;0;191.61
886;462;104;1;0;15.0
887;462;18;1;0;44.38
888;462;59;2;0;39.8
889;463;36;1;0;48.55
890;464;6;1;15;55.99
891;464;100;1;0;90.89
892;464;85;1;0;41.5
893;464;50;1;5;46.32
894;465;113;1;20;50.69
895;465;96;1;10;145.11
896;466;32;1;0;50.66
897;467;99;2;15;46.15
898;468;96;1;0;161.23
899;468;114;1;0;51.73
900;468;28;1;5;33.94
901;469;104;1;0;15.0
902;470;65;1;0;49.07
903;470;112;1;0;15.0
904;470;103;1;0;29.89
905;470;42;1;0;18.28
906;470;102;1;0;23.54
907;471;97;2;0;30.0
908;471;10;2;20;105.07
909;471;99;1;0;27.15
910;471;88;1;5;43.35
911;471;56;1;10;21.47
912;472;80;2;0;84.12
913;473;99;1;5;25.79
914;473;42;1;10;16.45
915;474;24;1;0;219.58
916;475;42;1;0;18.28
917;475;112;1;0;15.0
918;475;41;1;15;19.15
919;475;119;1;0;94.67
920;476;112;1;5;14.25
921;477;76;1;0;36.72
922;477;105;2;5;120.73
923;477;16;1;10;33.61
924;478;54;1;0;30.38
925;478;25;1;15;28.55
926;478;27;1;0;77.95
927;478;12;1;20;37.96
928;478;103;1;0;29.89
929;479;90;1;5;46.21
930;480;115;1;10;19.27
931;480;42;1;0;18.28
932;481;103;1;5;28.4
933;482;120;1;0;42.15
934;483;21;1;0;35.69
935;484;101;1;0;21.1
936;485;77;1;0;15.0
937;486;15;2;0;48.58
938;486;61;2;10;110.21
939;486;60;1;0;94.95
940;486;54;2;0;60.76
941;486;110;1;0;83.15
942;487;110;1;0;83.15
943;487;74;2;0;95.5
944;487;26;1;5;36.33
945;488;24;1;0;219.58
946;489;114;2;0;103.46
947;489;35;1;5;32.77
948;490;102;3;0;70.62
949;490;26;1;10;34.42
950;491;45;1;10;140.65
951;491;25;1;0;33.59
952;492;84;2;0;51.34
953;492;99;2;0;54.3
954;492;66;2;0;117.26
955;493;34;1;5;20.26
956;493;9;3;0;61.92
957;493;101;1;0;21.1
958;494;58;1;20;112.65
959;495;66;1;10;52.77
960;495;25;1;5;31.91
961;495;19;1;10;55.91
962;495;108;1;0;54.95
963;496;68;1;0;160.88
964;496;22;1;5;17.77
965;496;48;2;10;58.91
966;496;21;1;15;30.34
967;497;38;3;15;141.98
968;497;50;1;0;48.76
969;497;116;3;0;294.15
970;497;67;1;5;22.03
971;498;18;2;10;79.88
972;498;19;2;20;99.39
973;498;62;1;10;32.32
974;499;29;3;0;45.0
975;500;27;1;0;77.95
976;500;57;1;5;34.7
977;501;85;1;0;41.5
978;501;57;1;0;36.53
979;502;108;2;0;109.9
980;503;63;1;0;91.09
981;503;98;3;5;205.46
982;503;38;1;0;55.68
983;504;8;1;10;13.5
984;505;86;2;20;24.0
985;506;29;1;0;15.0
986;506;76;3;10;99.14
987;507;119;1;5;89.94
988;507;86;1;10;13.5
989;508;75;1;15;33.06
990;509;57;1;10;32.88
991;509;110;1;0;83.15
992;510;4;3;0;98.4
993;510;81;2;10;32.65
994;511;32;1;10;45.59
995;512;27;2;5;148.1
